JobID	Arrival Time	Avg MT	Avg RT	Num MT	Num RT	Min MT	Max MT	Deadline
job75	3520	100	20	1	6	95	105	125
job76	3570	100	20	1	6	95	105	125
job77	3571	100	20	1	6	95	105	125
job78	3601	100	20	1	6	95	105	125
job79	3630	100	20	1	6	95	105	125
job80	3646	100	20	1	6	95	105	125
job81	3678	100	20	1	6	95	105	125
job82	3719	100	20	1	6	95	105	125
job83	3747	100	20	1	6	95	105	125
job84	3759	100	22.35294118	16	6	95	105	127.3529412
job85	3813	100	20.78431373	6	6	95	105	125.7843137
job86	3860	100	20	1	6	95	105	125
job87	3860	100	20	1	6	95	105	125
job88	3868	100	20	1	6	95	105	125
job89	3873	100	20.78431373	6	6	95	105	125.7843137
job90	3889	100	20	1	6	95	105	125
job91	3904	100	20	1	6	95	105	125
job92	3958	100	20	1	6	95	105	125
job93	4006	100	20	1	6	95	105	125
job94	4046	100	20	1	6	95	105	125
job95	4102	100	20	1	6	95	105	125
job96	4139	100	20	1	6	95	105	125
job97	4146	100	31.92156863	77	6	95	105	136.9215686
job98	4160	100	20	1	6	95	105	125
job99	4160	100	20	1	6	95	105	125
job100	4161	100	20	1	6	95	105	125
job101	4163	100	64.39215686	284	6	95	105	169.3921569
job102	4179	100	22.35294118	16	6	95	105	127.3529412
job103	4191	100	20	1	6	95	105	125
job104	4205	100	20	1	6	95	105	125
job105	4224	100	20	1	6	95	105	125
job106	4247	100	30.66666667	69	6	95	105	135.6666667
job107	4271	100	20	1	6	95	105	125
job108	4281	100	20	1	6	95	105	125
job109	4309	100	24.8627451	32	6	95	105	129.8627451
job110	4317	100	20	1	6	95	105	125
job111	4361	100	20	1	6	95	105	125
job112	4375	100	20	1	6	95	105	125
job113	4456	100	20	1	6	95	105	125
job114	4469	100	20.15686275	2	6	95	105	125.1568627
job115	4504	100	24.54901961	30	6	95	105	129.5490196
job116	4504	100	20	1	6	95	105	125
job117	4517	100	20	1	6	95	105	125
job118	4576	100	20	1	6	95	105	125
job119	4610	100	20	1	6	95	105	125
job120	4632	100	20	1	6	95	105	125
job121	4644	100	20.15686275	2	6	95	105	125.1568627
job122	4654	100	20	1	6	95	105	125
job123	4680	100	20	1	6	95	105	125
job124	4711	100	26.2745098	41	6	95	105	131.2745098
job125	4747	100	20	1	6	95	105	125
job126	4764	100	20	1	6	95	105	125
job127	4766	100	20	1	6	95	105	125
job128	4783	100	20	1	6	95	105	125
job129	4793	100	20	1	6	95	105	125
job130	4807	100	20	1	6	95	105	125
job131	4831	100	20	1	6	95	105	125
job132	4832	100	20	1	6	95	105	125
job133	4912	100	20	1	6	95	105	125
job134	4927	100	20.62745098	5	6	95	105	125.627451
job135	4941	100	20	1	6	95	105	125
job136	4990	100	20	1	6	95	105	125
job137	4997	100	21.56862745	11	6	95	105	126.5686275
job138	5023	100	20	1	6	95	105	125
job139	5054	100	20	1	6	95	105	125
job140	5061	100	20	1	6	95	105	125
job141	5061	100	20	1	6	95	105	125
job142	5062	100	20	1	6	95	105	125
job143	5062	100	20	1	6	95	105	125
job144	5063	100	20	1	6	95	105	125
job145	5064	100	20	1	6	95	105	125
job146	5064	100	20	1	6	95	105	125
job147	5066	100	64.23529412	283	6	95	105	169.2352941
job148	5070	100	20	1	6	95	105	125
job149	5098	100	20	1	6	95	105	125
job150	5108	100	20	1	6	95	105	125
job151	5115	100	52.78431373	210	6	95	105	157.7843137
job152	5138	100	20	1	6	95	105	125
job153	5148	100	20	1	6	95	105	125
job154	5154	100	20	1	6	95	105	125
job155	5162	100	20	1	6	95	105	125
job156	5162	100	20	1	6	95	105	125
job157	5212	100	20	1	6	95	105	125
job158	5222	100	20	1	6	95	105	125
job159	5222	100	20	1	6	95	105	125
job160	5239	100	20	1	6	95	105	125
job161	5253	100	20	1	6	95	105	125
job162	5267	100	20.47058824	4	6	95	105	125.4705882
job163	5268	100	20	1	6	95	105	125
job164	5290	100	20	1	6	95	105	125
job165	5311	100	32.39215686	80	6	95	105	137.3921569
job166	5342	100	20	1	6	95	105	125
job167	5343	100	20	1	6	95	105	125
job168	5362	100	20.15686275	2	6	95	105	125.1568627
job169	5383	100	20	1	6	95	105	125
job170	5420	100	20	1	6	95	105	125
job171	5441	100	20	1	6	95	105	125
job172	5483	100	20	1	6	95	105	125
job173	5484	100	20	1	6	95	105	125
job174	5485	100	20	1	6	95	105	125
job175	5528	100	20	1	6	95	105	125
job176	5534	100	20	1	6	95	105	125
job177	5563	100	20	1	6	95	105	125
job178	5600	100	20	1	6	95	105	125
job179	5631	100	20	1	6	95	105	125
job180	5636	100	20.78431373	6	6	95	105	125.7843137
job181	5697	100	20	1	6	95	105	125
job182	5745	100	20	1	6	95	105	125
job183	5839	100	20	1	6	95	105	125
job184	5926	100	20	1	6	95	105	125
job185	5960	100	20	1	6	95	105	125
job186	5960	100	20	1	6	95	105	125
job187	6004	100	20	1	6	95	105	125
job188	6019	100	20	1	6	95	105	125
job189	6032	100	20	1	6	95	105	125
job190	6166	100	20	1	6	95	105	125
job191	6270	100	20	1	6	95	105	125
job192	6282	100	20	1	6	95	105	125
job193	6284	100	45.88235294	166	6	95	105	150.8823529
job194	6287	100	68.62745098	311	6	95	105	173.627451
job195	6335	100	20	1	6	95	105	125
job196	6459	100	20	1	6	95	105	125
job197	6487	100	20	1	6	95	105	125
job198	6594	100	20	1	6	95	105	125
job199	6633	100	20	1	6	95	105	125
job200	6640	100	20	1	6	95	105	125
job201	6650	100	20	1	6	95	105	125
job202	6673	100	20	1	6	95	105	125
job203	6702	100	20	1	6	95	105	125
job204	6815	100	20.15686275	2	6	95	105	125.1568627
job205	6823	100	20	1	6	95	105	125
job206	6836	100	45.56862745	164	6	95	105	150.5686275
job207	6853	100	20	1	6	95	105	125
job208	6854	100	20	1	6	95	105	125
job209	6861	100	20	1	6	95	105	125
job210	6861	100	20	1	6	95	105	125
job211	6862	100	20	1	6	95	105	125
job212	6862	100	20	1	6	95	105	125
job213	6904	100	20	1	6	95	105	125
job214	6926	100	20	1	6	95	105	125
job215	6931	100	20	1	6	95	105	125
job216	6943	100	20	1	6	95	105	125
job217	6980	100	20	1	6	95	105	125
job218	6981	100	20	1	6	95	105	125
job219	6995	100	20	1	6	95	105	125
job220	7001	100	20	1	6	95	105	125
job221	7016	100	20	1	6	95	105	125
job222	7016	100	20	1	6	95	105	125
job223	7032	100	20	1	6	95	105	125
job224	7038	100	20	1	6	95	105	125
job225	7039	100	20	1	6	95	105	125
job226	7054	100	20	1	6	95	105	125
job227	7054	100	20	1	6	95	105	125
job228	7078	100	20	1	6	95	105	125
job229	7099	100	20	1	6	95	105	125
job230	7102	100	20	1	6	95	105	125
job231	7132	100	20	1	6	95	105	125
job232	7149	100	20	1	6	95	105	125
job233	7156	100	20	1	6	95	105	125
job234	7158	100	20	1	6	95	105	125
job235	7166	100	20	1	6	95	105	125
job236	7183	100	20	1	6	95	105	125
job237	7186	100	20	1	6	95	105	125
job238	7187	100	20	1	6	95	105	125
job239	7208	100	20	1	6	95	105	125
job240	7216	100	20	1	6	95	105	125
job241	7221	100	20	1	6	95	105	125
job242	7267	100	20	1	6	95	105	125
job243	7284	100	20	1	6	95	105	125
job244	7288	100	20	1	6	95	105	125
job245	7295	100	20	1	6	95	105	125
job246	7301	100	20	1	6	95	105	125
job247	7310	100	20	1	6	95	105	125
job248	7315	100	20	1	6	95	105	125
job249	7319	100	20	1	6	95	105	125
job250	7348	100	20	1	6	95	105	125
job251	7362	100	20	1	6	95	105	125
job252	7368	100	20	1	6	95	105	125
job253	7371	100	20	1	6	95	105	125
job254	7374	100	20	1	6	95	105	125
job255	7384	100	20	1	6	95	105	125
job256	7391	100	20	1	6	95	105	125
job257	7398	100	20	1	6	95	105	125
job258	7436	100	20	1	6	95	105	125
job259	7442	100	20	1	6	95	105	125
job260	7460	100	20	1	6	95	105	125
job261	7508	100	29.88235294	64	6	95	105	134.8823529
job262	7536	100	143.7647059	790	6	95	105	248.7647059
job263	7621	100	20	1	6	95	105	125
job264	7622	100	20	1	6	95	105	125
job265	7623	100	25.49019608	36	6	95	105	130.4901961
job266	7623	100	20.15686275	2	6	95	105	125.1568627
job267	7624	100	20	1	6	95	105	125
job268	7658	100	75.84313725	357	6	95	105	180.8431373
job269	7663	100	20	1	6	95	105	125
job270	7714	100	21.56862745	11	6	95	105	126.5686275
job271	7760	100	146.1176471	805	6	95	105	251.1176471
job272	7771	100	25.80392157	38	6	95	105	130.8039216
job273	7796	100	20	1	6	95	105	125
job274	7825	100	20	1	6	95	105	125
job275	7872	100	21.09803922	8	6	95	105	126.0980392
job276	7879	100	20	1	6	95	105	125
job277	7929	100	34.11764706	91	6	95	105	139.1176471
job278	8020	100	21.41176471	10	6	95	105	126.4117647
job279	8021	100	28.31372549	54	6	95	105	133.3137255
job280	8035	100	20	1	6	95	105	125
job281	8037	100	20	1	6	95	105	125
job282	8090	100	20	1	6	95	105	125
job283	8093	100	27.21568627	47	6	95	105	132.2156863
job284	8136	100	20	1	6	95	105	125
job285	8155	100	20	1	6	95	105	125
job286	8178	100	20	1	6	95	105	125
job287	8179	100	20	1	6	95	105	125
job288	8205	100	20	1	6	95	105	125
job289	8215	100	20	1	6	95	105	125
job290	8216	100	20	1	6	95	105	125
job291	8216	100	20	1	6	95	105	125
job292	8217	100	20	1	6	95	105	125
job293	8218	100	66.74509804	299	6	95	105	171.745098
job294	8237	100	20	1	6	95	105	125
job295	8242	100	20	1	6	95	105	125
job296	8261	100	20	1	6	95	105	125
job297	8281	100	20	1	6	95	105	125
job298	8281	100	20	1	6	95	105	125
job299	8286	100	20	1	6	95	105	125
job300	8306	100	20	1	6	95	105	125
job301	8324	100	20	1	6	95	105	125
job302	8327	100	20	1	6	95	105	125
job303	8339	100	21.41176471	10	6	95	105	126.4117647
job304	8346	100	20	1	6	95	105	125
job305	8351	100	20	1	6	95	105	125
job306	8352	100	20	1	6	95	105	125
job307	8358	100	21.41176471	10	6	95	105	126.4117647
job308	8367	100	20	1	6	95	105	125
job309	8383	100	20	1	6	95	105	125
job310	8385	100	20	1	6	95	105	125
job311	8405	100	20	1	6	95	105	125
job312	8415	100	20	1	6	95	105	125
job313	8425	100	20	1	6	95	105	125
job314	8481	100	20	1	6	95	105	125
job315	8515	100	20	1	6	95	105	125
job316	8534	100	20	1	6	95	105	125
job317	8562	100	20	1	6	95	105	125
job318	8565	100	34.43137255	93	6	95	105	139.4313725
job319	8566	100	20	1	6	95	105	125
job320	8571	100	20.78431373	6	6	95	105	125.7843137
job321	8582	100	20	1	6	95	105	125
job322	8638	100	21.25490196	9	6	95	105	126.254902
job323	8638	100	20	1	6	95	105	125
job324	8640	100	20	1	6	95	105	125
job325	8645	100	20	1	6	95	105	125
job326	8711	100	20	1	6	95	105	125
job327	8740	100	21.7254902	12	6	95	105	126.7254902
job328	8749	100	20	1	6	95	105	125
job329	8751	100	20	1	6	95	105	125
job330	8765	100	20	1	6	95	105	125
job331	8806	100	20	1	6	95	105	125
job332	8815	100	20	1	6	95	105	125
job333	8876	100	20	1	6	95	105	125
job334	8878	100	20	1	6	95	105	125
job335	8886	100	20	1	6	95	105	125
job336	8930	100	20	1	6	95	105	125
job337	8955	100	20	1	6	95	105	125
job338	8972	100	20	1	6	95	105	125
job339	8995	100	20	1	6	95	105	125
job340	9052	100	21.09803922	8	6	95	105	126.0980392
job341	9075	100	24.70588235	31	6	95	105	129.7058824
job342	9079	100	20	1	6	95	105	125
job343	9084	100	20	1	6	95	105	125
job344	9115	100	20	1	6	95	105	125
job345	9137	100	20.15686275	2	6	95	105	125.1568627
job346	9151	100	20	1	6	95	105	125
job347	9212	100	20	1	6	95	105	125
job348	9259	100	20	1	6	95	105	125
job349	9318	100	20	1	6	95	105	125
job350	9333	100	20.15686275	2	6	95	105	125.1568627
job351	9361	100	20	1	6	95	105	125
job352	9458	100	20.94117647	7	6	95	105	125.9411765
job353	9459	100	20.15686275	2	6	95	105	125.1568627
job354	9535	100	20	1	6	95	105	125
job355	9574	100	20.15686275	2	6	95	105	125.1568627
job356	9602	100	20	1	6	95	105	125
job357	9609	100	20	1	6	95	105	125
job358	9672	100	20	1	6	95	105	125
job359	9682	100	20	1	6	95	105	125
job360	9686	100	20	1	6	95	105	125
job361	9693	100	21.41176471	10	6	95	105	126.4117647
job362	9694	100	33.01960784	84	6	95	105	138.0196078
job363	9703	100	20	1	6	95	105	125
job364	9730	100	20	1	6	95	105	125
job365	9737	100	20	1	6	95	105	125
job366	9746	100	20	1	6	95	105	125
job367	9796	100	24.07843137	27	6	95	105	129.0784314
job368	9841	100	20	1	6	95	105	125
job369	9966	100	22.66666667	18	6	95	105	127.6666667
job370	9970	100	20	1	6	95	105	125
job371	9977	100	20	1	6	95	105	125
job372	10001	100	20.62745098	5	6	95	105	125.627451
job373	10016	100	20	1	6	95	105	125
job374	10016	100	20	1	6	95	105	125
job375	10017	100	20	1	6	95	105	125
job376	10018	100	20	1	6	95	105	125
job377	10018	100	20	1	6	95	105	125
job378	10019	100	20	1	6	95	105	125
job379	10019	100	20	1	6	95	105	125
job380	10020	100	20	1	6	95	105	125
job381	10048	100	20	1	6	95	105	125
job382	10067	100	20	1	6	95	105	125
job383	10072	100	20	1	6	95	105	125
job384	10075	100	20	1	6	95	105	125
job385	10079	100	20	1	6	95	105	125
job386	10082	100	20	1	6	95	105	125
job387	10089	100	24.07843137	27	6	95	105	129.0784314
job388	10096	100	20	1	6	95	105	125
job389	10159	100	20	1	6	95	105	125
job390	10190	100	20	1	6	95	105	125
job391	10202	100	20	1	6	95	105	125
job392	10203	100	20	1	6	95	105	125
job393	10217	100	20	1	6	95	105	125
job394	10220	100	32.70588235	82	6	95	105	137.7058824
job395	10233	100	20	1	6	95	105	125
job396	10252	100	20	1	6	95	105	125
job397	10269	100	20	1	6	95	105	125
job398	10288	100	20	1	6	95	105	125
job399	10299	100	20.31372549	3	6	95	105	125.3137255
job400	10308	100	20	1	6	95	105	125
job401	10310	100	20	1	6	95	105	125
job402	10320	100	20	1	6	95	105	125
job403	10327	100	20	1	6	95	105	125
job404	10333	100	20	1	6	95	105	125
job405	10340	100	33.96078431	90	6	95	105	138.9607843
job406	10347	100	20	1	6	95	105	125
job407	10352	100	20	1	6	95	105	125
job408	10379	100	24.07843137	27	6	95	105	129.0784314
job409	10392	100	20	1	6	95	105	125
job410	10399	100	20	1	6	95	105	125
job411	10420	100	20	1	6	95	105	125
job412	10456	100	20	1	6	95	105	125
job413	10470	100	20	1	6	95	105	125
job414	10480	100	20	1	6	95	105	125
job415	10524	100	20	1	6	95	105	125
job416	10543	100	20	1	6	95	105	125
job417	10558	100	20	1	6	95	105	125
job418	10571	100	20	1	6	95	105	125
job419	10578	100	20	1	6	95	105	125
job420	10588	100	20	1	6	95	105	125
job421	10595	100	20	1	6	95	105	125
job422	10604	100	20	1	6	95	105	125
job423	10618	100	20	1	6	95	105	125
job424	10634	100	20	1	6	95	105	125
job425	10659	100	20	1	6	95	105	125
job426	10678	100	24.07843137	27	6	95	105	129.0784314
job427	10688	100	20	1	6	95	105	125
job428	10690	100	20	1	6	95	105	125
job429	10707	100	20	1	6	95	105	125
job430	10719	100	25.49019608	36	6	95	105	130.4901961
job431	10725	100	20	1	6	95	105	125
job432	10739	100	20	1	6	95	105	125
job433	10754	100	20	1	6	95	105	125
job434	10759	100	20	1	6	95	105	125
job435	10774	100	20	1	6	95	105	125
job436	10779	100	20	1	6	95	105	125
job437	10787	100	20	1	6	95	105	125
job438	10800	100	20	1	6	95	105	125
job439	10809	100	20	1	6	95	105	125
job440	10817	100	20	1	6	95	105	125
job441	10833	100	20	1	6	95	105	125
job442	10835	100	20	1	6	95	105	125
job443	10857	100	20	1	6	95	105	125
job444	10863	100	20	1	6	95	105	125
job445	10869	100	20	1	6	95	105	125
job446	10885	100	20	1	6	95	105	125
job447	10885	100	20	1	6	95	105	125
job448	10904	100	20	1	6	95	105	125
job449	10911	100	20	1	6	95	105	125
job450	10919	100	20	1	6	95	105	125
job451	10922	100	20	1	6	95	105	125
job452	10923	100	20	1	6	95	105	125
job453	10930	100	20	1	6	95	105	125
job454	10942	100	20	1	6	95	105	125
job455	10978	100	20	1	6	95	105	125
job456	10989	100	20	1	6	95	105	125
job457	10996	100	20	1	6	95	105	125
job458	11006	100	20	1	6	95	105	125
job459	11013	100	20	1	6	95	105	125
job460	11081	100	20	1	6	95	105	125
job461	11214	100	20	1	6	95	105	125
job462	11346	100	20	1	6	95	105	125
job463	11400	100	20	1	6	95	105	125
job464	11424	100	322.9019608	1932	6	95	105	427.9019608
job465	11517	100	20	1	6	95	105	125
job466	11519	100	20	1	6	95	105	125
job467	11536	100	20	1	6	95	105	125
job468	11607	100	20	1	6	95	105	125
job469	11659	100	20	1	6	95	105	125
job470	11672	100	20	1	6	95	105	125
job471	11724	100	20	1	6	95	105	125
job472	11753	100	20	1	6	95	105	125
job473	11763	100	20	1	6	95	105	125
job474	11814	100	20	1	6	95	105	125
job475	11815	100	20	1	6	95	105	125
job476	11822	100	20.62745098	5	6	95	105	125.627451
job477	11826	100	20	1	6	95	105	125
job478	11832	100	20	1	6	95	105	125
job479	11965	100	20	1	6	95	105	125
job480	11981	100	20	1	6	95	105	125
job481	12116	100	20	1	6	95	105	125
job482	12183	100	20	1	6	95	105	125
job483	12200	100	20	1	6	95	105	125
job484	12222	100	20	1	6	95	105	125
job485	12237	100	20	1	6	95	105	125
job486	12243	100	20	1	6	95	105	125
job487	12261	100	20	1	6	95	105	125
job488	12290	100	20	1	6	95	105	125
job489	12310	100	20	1	6	95	105	125
job490	12364	100	20	1	6	95	105	125
job491	12374	100	20	1	6	95	105	125
job492	12393	100	20	1	6	95	105	125
job493	12400	100	20	1	6	95	105	125
job494	12408	100	20	1	6	95	105	125
job495	12412	100	20	1	6	95	105	125
job496	12413	100	20	1	6	95	105	125
job497	12414	100	20	1	6	95	105	125
job498	12432	100	20	1	6	95	105	125
job499	12449	100	20	1	6	95	105	125
job500	12484	100	20	1	6	95	105	125
job501	12509	100	20	1	6	95	105	125
job502	12531	100	20	1	6	95	105	125
job503	12569	100	20	1	6	95	105	125
job504	12571	100	20	1	6	95	105	125
job505	12592	100	20	1	6	95	105	125
job506	12603	100	20	1	6	95	105	125
job507	12608	100	20	1	6	95	105	125
job508	12626	100	20	1	6	95	105	125
job509	12635	100	20	1	6	95	105	125
job510	12660	100	20	1	6	95	105	125
job511	12679	100	20	1	6	95	105	125
job512	12683	100	20	1	6	95	105	125
job513	12706	100	20.15686275	2	6	95	105	125.1568627
job514	12711	100	20	1	6	95	105	125
job515	12713	100	20	1	6	95	105	125
job516	12725	100	20	1	6	95	105	125
job517	12748	100	20	1	6	95	105	125
job518	12771	100	102.9803922	530	6	95	105	207.9803922
job519	12782	100	20	1	6	95	105	125
job520	12798	100	20	1	6	95	105	125
job521	12814	100	20	1	6	95	105	125
job522	12829	100	20	1	6	95	105	125
job523	12833	100	20	1	6	95	105	125
job524	12843	100	585.0196078	3500	6	95	105	690.0196078
job525	12859	100	20	1	6	95	105	125
job526	12867	100	20	1	6	95	105	125
job527	12907	100	20	1	6	95	105	125
job528	12935	100	20	1	6	95	105	125
job529	12948	100	20	1	6	95	105	125
job530	12961	100	20	1	6	95	105	125
job531	12984	100	20	1	6	95	105	125
job532	13009	100	31.45098039	74	6	95	105	136.4509804
job533	13011	100	20	1	6	95	105	125
job534	13012	100	20	1	6	95	105	125
job535	13050	100	20	1	6	95	105	125
job536	13082	100	20	1	6	95	105	125
job537	13110	100	20	1	6	95	105	125
job538	13119	100	20	1	6	95	105	125
job539	13186	100	20	1	6	95	105	125
job540	13195	100	20	1	6	95	105	125
job541	13216	100	20	1	6	95	105	125
job542	13242	100	20	1	6	95	105	125
job543	13250	100	20	1	6	95	105	125
job544	13257	100	20	1	6	95	105	125
job545	13272	100	20	1	6	95	105	125
job546	13279	100	20	1	6	95	105	125
job547	13287	100	20	1	6	95	105	125
job548	13292	100	20	1	6	95	105	125
job549	13301	100	20	1	6	95	105	125
job550	13310	100	20	1	6	95	105	125
job551	13312	100	20	1	6	95	105	125
job552	13312	100	66.74509804	299	6	95	105	171.745098
job553	13314	100	20	1	6	95	105	125
job554	13341	100	20	1	6	95	105	125
job555	13357	100	20	1	6	95	105	125
job556	13375	100	20	1	6	95	105	125
job557	13421	100	20	1	6	95	105	125
job558	13433	100	20	1	6	95	105	125
job559	13444	100	20	1	6	95	105	125
job560	13449	100	20	1	6	95	105	125
job561	13460	100	20	1	6	95	105	125
job562	13469	100	20	1	6	95	105	125
job563	13487	100	20	1	6	95	105	125
job564	13497	100	20	1	6	95	105	125
job565	13529	100	20	1	6	95	105	125
job566	13603	100	20	1	6	95	105	125
job567	13616	100	120.5490196	642	6	95	105	225.5490196
job568	13622	100	76.31372549	360	6	95	105	181.3137255
job569	13629	100	20	1	6	95	105	125
job570	13666	100	20	1	6	95	105	125
job571	13689	100	20	1	6	95	105	125
job572	13692	100	25.49019608	36	6	95	105	130.4901961
job573	13692	100	20	1	6	95	105	125
job574	13701	100	20.15686275	2	6	95	105	125.1568627
job575	13718	100	20	1	6	95	105	125
job576	13722	100	20	1	6	95	105	125
job577	13730	100	20	1	6	95	105	125
job578	13751	100	20	1	6	95	105	125
job579	13764	100	20	1	6	95	105	125
job580	13774	100	20	1	6	95	105	125
job581	13784	100	20	1	6	95	105	125
job582	13793	100	20	1	6	95	105	125
job583	13801	100	20	1	6	95	105	125
job584	13802	100	20	1	6	95	105	125
job585	13803	100	20	1	6	95	105	125
job586	13812	100	20	1	6	95	105	125
job587	13812	100	20	1	6	95	105	125
job588	13822	100	20	1	6	95	105	125
job589	13841	100	20	1	6	95	105	125
job590	13842	100	20	1	6	95	105	125
job591	13849	100	20	1	6	95	105	125
job592	13850	100	20	1	6	95	105	125
job593	13861	100	20	1	6	95	105	125
job594	13866	100	20	1	6	95	105	125
job595	13871	100	20	1	6	95	105	125
job596	13881	100	20	1	6	95	105	125
job597	13897	100	20	1	6	95	105	125
job598	13916	100	20	1	6	95	105	125
job599	13922	100	20	1	6	95	105	125
job600	13927	100	20	1	6	95	105	125
job601	13935	100	20	1	6	95	105	125
job602	13998	100	20	1	6	95	105	125
job603	14020	100	20	1	6	95	105	125
job604	14110	100	20	1	6	95	105	125
job605	14166	100	20	1	6	95	105	125
job606	14212	100	20	1	6	95	105	125
job607	14212	100	20	1	6	95	105	125
job608	14213	100	20	1	6	95	105	125
job609	14213	100	20	1	6	95	105	125
job610	14214	100	20	1	6	95	105	125
job611	14214	100	20	1	6	95	105	125
job612	14248	100	20	1	6	95	105	125
job613	14274	100	20	1	6	95	105	125
job614	14295	100	20	1	6	95	105	125
job615	14306	100	20	1	6	95	105	125
job616	14321	100	20	1	6	95	105	125
job617	14339	100	20	1	6	95	105	125
job618	14359	100	20	1	6	95	105	125
job619	14364	100	20	1	6	95	105	125
job620	14372	100	20	1	6	95	105	125
job621	14374	100	20	1	6	95	105	125
job622	14381	100	20	1	6	95	105	125
job623	14401	100	20	1	6	95	105	125
job624	14407	100	30.19607843	66	6	95	105	135.1960784
job625	14419	100	20	1	6	95	105	125
job626	14433	100	20	1	6	95	105	125
job627	14440	100	46.66666667	171	6	95	105	151.6666667
job628	14446	100	20	1	6	95	105	125
job629	14465	100	20	1	6	95	105	125
job630	14469	100	20	1	6	95	105	125
job631	14514	100	20	1	6	95	105	125
job632	14520	100	20	1	6	95	105	125
job633	14523	100	20	1	6	95	105	125
job634	14524	100	90.11764706	448	6	95	105	195.1176471
job635	14528	100	20	1	6	95	105	125
job636	14532	100	20	1	6	95	105	125
job637	14539	100	20	1	6	95	105	125
job638	14555	100	20	1	6	95	105	125
job639	14564	100	20	1	6	95	105	125
job640	14583	100	20	1	6	95	105	125
job641	14637	100	20	1	6	95	105	125
job642	14642	100	20	1	6	95	105	125
job643	14647	100	20	1	6	95	105	125
job644	14651	100	20	1	6	95	105	125
job645	14652	100	20	1	6	95	105	125
job646	14671	100	20	1	6	95	105	125
job647	14703	100	20	1	6	95	105	125
job648	14747	100	20	1	6	95	105	125
job649	14749	100	20	1	6	95	105	125
job650	14785	100	20	1	6	95	105	125
job651	14819	100	20	1	6	95	105	125
job652	14826	100	83.05882353	403	6	95	105	188.0588235
job653	14830	100	20	1	6	95	105	125
job654	14871	100	20	1	6	95	105	125
job655	14885	100	20	1	6	95	105	125
job656	14896	100	20	1	6	95	105	125
job657	14917	100	20	1	6	95	105	125
job658	14939	100	20	1	6	95	105	125
job659	14946	100	20	1	6	95	105	125
job660	14949	100	20	1	6	95	105	125
job661	14954	100	20	1	6	95	105	125
job662	14969	100	20	1	6	95	105	125
